[DEBUG Mar  7 20:26:13.577951784, defaults.go:273] Args: [state activate --default Walfred-MA/Perl-5.34.0-Windows]
[DEBUG Mar  7 20:26:13.589368959, locale.go:38] Init
[DEBUG Mar  7 20:26:13.620763248, errs.go:68] Created error: File could not be found
[DEBUG Mar  7 20:26:13.623613541, errs.go:68] Created error: Not Recognized
[DEBUG Mar  7 20:26:13.633639227, errors.go:86] Wrapped localized error: <nil> -- with: The installed version of the State Tool Service does not match that of the client.
Please stop the service with [ACTIONABLE]state-svc stop[/RESET] and try your command again.
If this issue persists please reinstall the State Tool.

[DEBUG Mar  7 20:26:13.633761515, errs.go:68] Created error: Build responded with error
[DEBUG Mar  7 20:26:13.633781178, errs.go:68] Created error: Unknown build type
[DEBUG Mar  7 20:26:13.633852715, errs.go:68] Created error: no data
[DEBUG Mar  7 20:26:13.633870534, errs.go:68] Created error: member not found
[DEBUG Mar  7 20:26:13.633885840, errs.go:68] Created error: Commit count is unknowable
[DEBUG Mar  7 20:26:13.633899482, errs.go:68] Created error: No merge required
[DEBUG Mar  7 20:26:13.633913204, errs.go:68] Created error: Can't merge commit thats already in target commits history
[DEBUG Mar  7 20:26:13.640354972, errs.go:68] Created error: Secret not found
[DEBUG Mar  7 20:26:13.640387483, errs.go:68] Created error: Could not save keypair
[DEBUG Mar  7 20:26:13.640407955, errs.go:68] Created error: Bad expander name
[DEBUG Mar  7 20:26:13.640429438, errs.go:68] Created error: Expander has no handler
[DEBUG Mar  7 20:26:13.640574817, errs.go:68] Created error: camel runtime is currently being built
[DEBUG Mar  7 20:26:13.640631069, errs.go:68] Created error: Runtime is not completely installed.
[DEBUG Mar  7 20:26:13.670939376, output.go:53] Requested outputer for 
[DEBUG Mar  7 20:26:13.670951854, output.go:58] Using Plain outputer
[DEBUG Mar  7 20:26:13.673532044, main.go:143] ConfigPath: /home1/wangfeim/.config/activestate/cli-release
[DEBUG Mar  7 20:26:13.673550224, main.go:144] CachePath: /home1/wangfeim/.cache/activestate
[DEBUG Mar  7 20:26:13.673619117, exeutils.go:149] Executing: /home1/wangfeim/.local/ActiveState/StateTool/release/bin/state-svc [start]
[DEBUG Mar  7 20:26:13.675550342, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:26:13.678442467, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:13.701969391, secrets.go:35] Gcloud Secretmanager failed to initialize (ignore if you're not trying to use gcloud): google: could not find default credentials. See https://developers.google.com/accounts/docs/application-default-credentials for more information.
[DEBUG Mar  7 20:26:13.705241030, subshell.go:102] Detected SHELL: bash
[DEBUG Mar  7 20:26:13.705255360, subshell.go:134] Using binary: /usr/bin/bash
[DEBUG Mar  7 20:26:13.705615700, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:26:13.708228438, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:13.708246479, secrets.go:61] secrets-api scheme=https host=platform.activestate.com base_path=/api/secrets/v1
[DEBUG Mar  7 20:26:13.710007028, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:26:13.712537249, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:13.712557750, secrets.go:61] secrets-api scheme=https host=platform.activestate.com base_path=/api/secrets/v1
[DEBUG Mar  7 20:26:13.713794563, autoupdate.go:121] Not running auto updates because we just freshly installed
[DEBUG Mar  7 20:26:13.721218852, deprecation.go:159] Fetching deprecation information from S3
[DEBUG Mar  7 20:26:14.016061521, svcmanager.go:57] Waiting for state-svc
[DEBUG Mar  7 20:26:14.016088570, svcmanager.go:59] Attempt 1
[DEBUG Mar  7 20:26:14.016156452, cmdcall.go:50] cmdcall
[DEBUG Mar  7 20:26:14.016279226, activate.go:94] Activate Walfred-MA/Perl-5.34.0-Windows, 
[DEBUG Mar  7 20:26:14.016358055, svcmanager.go:57] Waiting for state-svc
[DEBUG Mar  7 20:26:14.016368277, svcmanager.go:59] Attempt 1
[DEBUG Mar  7 20:26:14.037572809, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:14.037591656, projects.go:30] fetching project (Perl-5.34.0-Windows) in organization (Walfred-MA)
[DEBUG Mar  7 20:26:14.037659474, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:26:14.040306847, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:14.040395307, defaults.go:218] Third party log message: [DEBUG] POST https://platform.activestate.com/graphql/v1/graphql
[DEBUG Mar  7 20:26:14.362967027, checkpoints.go:74] fetching checkpoint (8667df40-a0c0-44c6-afc9-004781c977a2)
[DEBUG Mar  7 20:26:14.363065946, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:26:14.367489210, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:26:14.367607537, defaults.go:218] Third party log message: [DEBUG] POST https://platform.activestate.com/graphql/v1/graphql
[DEBUG Mar  7 20:26:14.639060685, checkpoints.go:85] Returning 5 requirements
[DEBUG Mar  7 20:26:14.641016461, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:14.649740684, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:14.659626122, target.go:141] In newStore: resolved project dir is: /home1/wangfeim/packages/perl/Perl-5.34.0-Windows
[DEBUG Mar  7 20:26:14.660203610, store.go:78] Marker does not exist: /home1/wangfeim/.cache/activestate/a862ff9f/_runtime_store/completed
[DEBUG Mar  7 20:26:14.660215666, errs.go:68] Created error: Runtime requires setup.
[DEBUG Mar  7 20:26:14.660325788, target.go:141] In newStore: resolved project dir is: /home1/wangfeim/packages/perl/Perl-5.34.0-Windows
[DEBUG Mar  7 20:26:14.660342171, runtime.go:92] Updating Perl-5.34.0-Windows#8667df40-a0c0-44c6-afc9-004781c977a2 @ /home1/wangfeim/.cache/activestate/a862ff9f
[DEBUG Mar  7 20:26:14.660386949, target.go:141] In newStore: resolved project dir is: /home1/wangfeim/packages/perl/Perl-5.34.0-Windows
[DEBUG Mar  7 20:26:14.660597936, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:14.667348997, defaults.go:218] Third party log message: [DEBUG] GET https://platform.activestate.com/api/v1/vcs/commits/8667df40-a0c0-44c6-afc9-004781c977a2/order
[DEBUG Mar  7 20:26:15.657306663, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:15.665674765, defaults.go:218] Third party log message: [DEBUG] POST https://platform.activestate.com/sv/inventory-api-v1/v1/recipes
[DEBUG Mar  7 20:26:17.012864272, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:17.019287416, defaults.go:218] Third party log message: [DEBUG] GET https://platform.activestate.com/sv/inventory-api-v1/v1/platforms?limit=99999
[DEBUG Mar  7 20:26:17.361977507, recipe.go:194] Received multiple platform IDs.  Picking the first one.
[DEBUG Mar  7 20:26:17.362008783, projects.go:30] fetching project (Perl-5.34.0-Windows) in organization (Walfred-MA)
[DEBUG Mar  7 20:26:17.362299803, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:17.369452692, defaults.go:218] Third party log message: [DEBUG] POST https://platform.activestate.com/graphql/v1/graphql
[DEBUG Mar  7 20:26:18.802445792, projectfile.go:512] Parsed URL: {Walfred-MA Perl-5.34.0-Windows 8667df40-a0c0-44c6-afc9-004781c977a2 main}
[DEBUG Mar  7 20:26:18.810866849, headchef.go:68] apiURL: https://platform.activestate.com/sv/head-chef
[DEBUG Mar  7 20:26:18.811240505, defaults.go:218] Third party log message: [DEBUG] POST https://platform.activestate.com/sv/head-chef/v1/builds
[DEBUG Mar  7 20:26:19.992378634, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992467180, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992500218, errs.go:75] Wrapped error: <nil> -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992530123, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992558819, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992590691, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992621401, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992650031, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992677841, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992707537, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992735524, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992764230, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992846932, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992933009, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.992968589, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993009508, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993040144, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993070332, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993105566, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993135112, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993165961, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993193478, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993223176, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993248588, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993279988, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993307873, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993335125, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993362431, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993390558, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993425507, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993454445, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993486980, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993515010, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993543042, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993577469, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993608132, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993641061, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993669277, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993698456, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993732277, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993757982, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993781119, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993803930, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993828370, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993851459, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993875394, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993901754, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993933243, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993971113, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.993998267, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994022896, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994044599, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994068758, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994092569, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994117256, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994142733, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994174025, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994199228, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994225943, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994249699, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994273230, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994308233, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994333435, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994359627, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994383339, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994408462, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994430202, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994458722, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994484101, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994508405, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994534049, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994560172, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994591376, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994616640, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994640772, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994667251, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994695291, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994719786, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994744998, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994769170, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994791419, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994813983, errs.go:68] Created error: Build bar has not been initialized yet.
