[DEBUG Mar  7 20:01:43.294189948, defaults.go:273] Args: [state activate --default Walfred-MA/Perl-5.34.0-Windows]
[DEBUG Mar  7 20:01:43.307351228, locale.go:38] Init
[DEBUG Mar  7 20:01:43.341885334, errs.go:68] Created error: File could not be found
[DEBUG Mar  7 20:01:43.344387396, errs.go:68] Created error: Not Recognized
[DEBUG Mar  7 20:01:43.356738325, errors.go:86] Wrapped localized error: <nil> -- with: The installed version of the State Tool Service does not match that of the client.
Please stop the service with [ACTIONABLE]state-svc stop[/RESET] and try your command again.
If this issue persists please reinstall the State Tool.

[DEBUG Mar  7 20:01:43.356868646, errs.go:68] Created error: Build responded with error
[DEBUG Mar  7 20:01:43.356890038, errs.go:68] Created error: Unknown build type
[DEBUG Mar  7 20:01:43.356968312, errs.go:68] Created error: no data
[DEBUG Mar  7 20:01:43.356984646, errs.go:68] Created error: member not found
[DEBUG Mar  7 20:01:43.357000853, errs.go:68] Created error: Commit count is unknowable
[DEBUG Mar  7 20:01:43.357016094, errs.go:68] Created error: No merge required
[DEBUG Mar  7 20:01:43.357030121, errs.go:68] Created error: Can't merge commit thats already in target commits history
[DEBUG Mar  7 20:01:43.362334041, errs.go:68] Created error: Secret not found
[DEBUG Mar  7 20:01:43.362362971, errs.go:68] Created error: Could not save keypair
[DEBUG Mar  7 20:01:43.362385750, errs.go:68] Created error: Bad expander name
[DEBUG Mar  7 20:01:43.362403524, errs.go:68] Created error: Expander has no handler
[DEBUG Mar  7 20:01:43.362547779, errs.go:68] Created error: camel runtime is currently being built
[DEBUG Mar  7 20:01:43.362620541, errs.go:68] Created error: Runtime is not completely installed.
[DEBUG Mar  7 20:01:43.394199666, output.go:53] Requested outputer for 
[DEBUG Mar  7 20:01:43.394211548, output.go:58] Using Plain outputer
[DEBUG Mar  7 20:01:43.397123211, main.go:143] ConfigPath: /home1/wangfeim/.config/activestate/cli-release
[DEBUG Mar  7 20:01:43.397140814, main.go:144] CachePath: /home1/wangfeim/.cache/activestate
[DEBUG Mar  7 20:01:43.397201516, exeutils.go:149] Executing: /home1/wangfeim/.local/ActiveState/StateTool/release/bin/state-svc [start]
[DEBUG Mar  7 20:01:43.399405202, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:01:43.402612558, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:01:43.422778150, secrets.go:35] Gcloud Secretmanager failed to initialize (ignore if you're not trying to use gcloud): google: could not find default credentials. See https://developers.google.com/accounts/docs/application-default-credentials for more information.
[DEBUG Mar  7 20:01:43.426491483, subshell.go:102] Detected SHELL: bash
[DEBUG Mar  7 20:01:43.426512832, subshell.go:134] Using binary: /usr/bin/bash
[DEBUG Mar  7 20:01:43.427045429, errors.go:86] Wrapped localized error: File could not be found -- with: could not find file=[NOTICE]activestate.yaml[/RESET] in path=[NOTICE]/home1/wangfeim/packages/perl[/RESET]
[DEBUG Mar  7 20:01:43.430219755, errors.go:113] Wrapped input error: <nil> -- with: No activestate.yaml file exists in the current working directory or its parent directories.
[DEBUG Mar  7 20:01:43.430238752, secrets.go:61] secrets-api scheme=https host=platform.activestate.com base_path=/api/secrets/v1
